hearing_congress,hearing_chamber,hearing_committee_id,hearing_date,hearing_description
116.0,senate,SSGA,2020-03-11,"Business meeting to consider S.3045, to amend the Homeland Security Act of 2002 to protect United States critical infrastructure by ensuring that the Cybersecurity and Infrastructure Security Agency has the legal tools it needs to notify private and public sector entities put at risk by cybersecurity vulnerabilities in the networks and systems that control critical assets of the United States, S.2757, to waive the imposition of a civil fine for certain first-time paperwork violations by small business concerns, S.3412, to require a guidance clarity statement on certain agency guidance, S.2502, to ban the Federal procurement of certain drones and other unmanned aircraft systems, S.2722, to prohibit agencies from using Federal funds for publicity or propaganda purposes, S.3418, to amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to allow the Administrator of the Federal Emergency Management Agency to provide capitalization grants to States to establish revolving funds to provide hazard mitigation assistance to reduce risks from disasters and natural hazards, and other related environmental harm, S.3207, to require the Director of the Cybersecurity and Infrastructure Security Agency to establish a Cybersecurity State Coordinator in each State, S.3332, to amend title 5, United States Code, to provide for the halt in pension payments for Members of Congress sentenced for certain offenses, S.2847, to designate the facility of the United States Postal Service located at 42 Main Street in Slatersville, Rhode Island, as the &quot;Specialist Matthew R. Turcotte Post Office&quot;, S.2945, to designate the facility of the United States Postal Service located at 171 South Maple Street in Dana, Indiana, as the Ernest &quot;Ernie&quot; T. Pyle Post Office, S.3257, to designate the facility of the United States Postal Service located at 311 West Wisconsin Avenue in Tomahawk, Wisconsin, as the &quot;Einar &#39;Sarge&#39; H. Ingman, Jr. Post Office Building&quot;, S.3365, to designate the facility of the United States Postal Service located at 100 Crosby Street in Mansfield, Louisiana, as the &quot;Dr. C.O. Simpkins, Sr., Post Office&quot;, H.R.3675, to require a review of Department of Homeland Security trusted traveler programs, H.R.2589, to amend the Homeland Security Act of 2002 to establish a homeland intelligence doctrine for the Department of Homeland Security, H.R.4761, to ensure U.S. Customs and Border Protection officers, agents, and other personnel have adequate synthetic opioid detection equipment, that the Department of Homeland Security has a process to update synthetic opioid detection capability, H.R.5273, to require the Secretary of Homeland Security to develop a plan to increase to 100 percent the rates of scanning of commercial and passenger vehicles entering the United States at land ports of entry along the border using large-scale non-intrusive inspection systems to enhance border security, H.R.4713, to amend the Homeland Security Act of 2002 to make certain improvements in the Office for Civil Rights and Civil Liberties of the Department of Homeland Security, H.R.4739, to amend the Homeland Security Act of 2002 to protect U.S. Customs and Border Protection officers, agents, other personnel, and canines against potential synthetic opioid exposure, H.R.1833, to designate the facility of the United States Postal Service located at 35 Tulip Avenue in Floral Park, New York, as the &quot;Lieutenant Michael R. Davidson Post Office Building&quot;, H.R.3207, to designate the facility of the United States Postal Service located at 114 Mill Street in Hookstown, Pennsylvania, as the &quot;Staff Sergeant Dylan Elchin Post Office Building&quot;, H.R.3329, to designate the facility of the United States Postal Service located at 5186 Benito Street in Montclair, California, as the &quot;Paul Eaton Post Office Building&quot;, H.R.4794, to designate the facility of the United States Postal Service located at 8320 13th Avenue in Brooklyn, New York, as the &quot;Mother Frances Xavier Cabrini Post Office Building&quot;, H.R.4981, to designate the facility of the United States Postal Service located at 2505 Derita Avenue in Charlotte, North Carolina, as the &quot;Julius L. Chambers Civil Rights Memorial Post Office&quot;, H.R.5037, to designate the facility of the United States Postal Service located at 3703 North Main Street in Farmville, North Carolina, as the &quot;Walter B. Jones, Jr. Post Office&quot;, H.R.3317, to permit the Scipio A. Jones Post Office in Little Rock, Arkansas, to accept and display a portrait of Scipio A. Jones, and the motion to issue a subpoena to Andrii Telizhenko as described in Schedule A."
116.0,senate,SSGA,2020-03-05,Hearings to examine the Federal interagency response to the Coronavirus and preparing for future global pandemics.
116.0,senate,SSGA,2020-03-04,Hearings to examine resources and authorities needed to protect and secure the homeland.
116.0,senate,SSGA,2020-02-12,Hearings to examine protecting the United States from global pandemics.
116.0,senate,SSGA,2020-02-12,Hearings to examine protecting the United States from global pandemics.
116.0,senate,SSGA,2020-02-11,"Hearings to examine the Afghanistan Papers, focusing on costs and benefits of America¿s longest war."
116.0,senate,SSGA,2020-02-11,"Hearings to examine the Afghanistan Papers, focusing on costs and benefits of America¿s longest war."
116.0,senate,SSGA,2020-02-11,"Hearings to examine a roadmap for effective cybersecurity, focusing on what states, locals, and the business community should know and do."
116.0,senate,SSGA,2020-01-28,Hearings to examine America&#39;s fiscal path.
116.0,senate,SSGA,2019-12-18,"Hearings to examine the Department of Justice Office of the Inspector General Foreign Intelligence Surveillance Act report, focusing on methodology, scope, and findings."
116.0,senate,SSGA,2019-12-17,"Business meeting to consider the nomination of Paul J. Ray, of Tennessee, to be Administrator of the Office of Information and Regulatory Affairs, Office of Management and Budget."
116.0,senate,SSGA,2019-12-04,"Hearings to examine the nomination of Paul J. Ray, of Tennessee, to be Administrator of the Office of Information and Regulatory Affairs, Office of Management and Budget."
116.0,senate,SSGA,2019-11-19,Hearings to examine securing the United States research enterprise from China&#39;s talent recruitment plans.
116.0,senate,SSGA,2019-11-18,"Business meeting to consider the nomination of Peter Gaynor, of Rhode Island, to be Administrator of the Federal Emergency Management Agency, Department of Homeland Security."
116.0,senate,SSGA,2019-11-14,"Hearings to examine the nomination of Peter Gaynor, of Rhode Island, to be Administrator of the Federal Emergency Management Agency, Department of Homeland Security."
116.0,senate,SSGA,2019-11-13,"Hearings to examine unprecedented migration at the United States southern border, focusing on the year in review."
116.0,senate,SSGA,2019-11-06,"Business meeting to consider S.2779, to establish the Federal Clearinghouse on School Safety Best Practices, S.2162, to require the Commissioner of U.S. Customs and Border Protection to annually hire at least 600 new Border Patrol agents, to report quarterly to Congress on the status of the Border Patrol workforce, and to conduct a comprehensive staffing analysis, S.2769, to eliminate or modify certain Federal agency reporting requirements, S.1363, to authorize an AI Center of Excellence within the General Services Administration, S.2618, to strengthen employee cost savings suggestions programs within the Federal Government, S.2560, to amend the Federal Funding Accountability and Transparency Act of 2006, to require the budget justifications and appropriation requests of agencies be made publicly available, S.2353, to direct the Administrator of the Federal Emergency Management Agency to develop guidance for firefighters and other emergency response personnel on best practices to protect them from exposure to PFAS and to limit and prevent the release of PFAS into the environment, S.2749, to provide requirements for the .gov domain, S.2513, to provide for joint reports by relevant Federal agencies to Congress regarding incidents of terrorism, S.565, to require the Director of the Office of Management and Budget to submit to Congress an annual report on projects that are over budget and behind schedule, S. 2750, to amend the Homeland Security Act of 2002 to authorize the Operation Stonegarden grant program, S.2712, to designate the facility of the United States Postal Service located at 430 South Knowles Avenue in New Richmond, Wisconsin, as the &quot;Captain Robert C. Harmon and Private John R. Peirson Post Office Building&quot;, H.R.1589, to amend the Homeland Security Act of 2002 to establish chemical, biological, radiological, and nuclear intelligence and information sharing functions of the Office of Intelligence and Analysis of the Department of Homeland Security and to require dissemination of information analyzed by the Department to entities with responsibilities relating to homeland security, H.R.2066, to amend the Homeland Security Act of 2002 to establish the Intelligence Rotational Assignment Program in the Department of Homeland Security, H.R.495, to amend the Homeland Security Act of 2002 to require an annual report on the Office for State and Local Law Enforcement, H.R.135, to amend the Notification and Federal Employee Antidiscrimination and Retaliation Act of 2002 to strengthen Federal antidiscrimination laws enforced by the Equal Employment Opportunity Commission and expand accountability within the Federal Government, H.R.887, to designate the facility of the United States Postal Service located at 877 East 1200 South in Orem, Utah, as the &quot;Jerry C. Washburn Post Office Building&quot;, H.R.1252, to designate the facility of the United States Postal Service located at 6531 Van Nuys Boulevard in Van Nuys, California, as the &quot;Marilyn Monroe Post Office&quot;, H.R.1253, to designate the facility of the United States Postal Service located at 13507 Van Nuys Boulevard in Pacoima, California, as the &quot;Ritchie Valens Post Office Building&quot;, H.R.1526, to designate the facility of the United States Postal Service located at 200 Israel Road Southeast in Tumwater, Washington, as the &quot;Eva G. Hewitt Post Office&quot;, H.R.1844, to designate the facility of the United States Postal Service located at 66 Grove Court in Elgin, Illinois, as the &quot;Corporal Alex Martinez Memorial Post Office Building&quot;, H.R.1972, to designate the facility of the United States Postal Service located at 1100 West Kent Avenue in Missoula, Montana, as the &quot;Jeannette Rankin Post Office Building&quot;, H.R.2151, to designate the facility of the United States Postal Service located at 7722 South Main Street in Pine Plains, New York, as the &quot;Senior Chief Petty Officer Shannon M. Kent Post Office&quot;, H.R.2325, to designate the facility of the United States Postal Service located at 100 Calle Alondra in San Juan, Puerto Rico, as the &quot;65th Infantry Regiment Post Office Building&quot;, H.R.3144, to designate the facility of the United States Postal Service located at 8520 Michigan Avenue in Whittier, California, as the &quot;Jose Ramos Post Office Building&quot;, H.R.3314, to designate the facility of the United States Postal Service located at 1750 McCulloch Boulevard North in Lake Havasu City, Arizona, as the &quot;Lake Havasu City Combat Veterans Memorial Post Office Building&quot;, and the nominations of Joshua A. Deahl, to be an Associate Judge of the District of Columbia Court of Appeals, Deborah J. Israel, and Andrea L. Hertzfeld, both to be an Associate Judge of the Superior Court of the District of Columbia, and Robert Anthony Dixon, to be United States Marshal for the Superior Court of the District of Columbia, Department of Justice."
