name,code,begin_date,end_date,parent_committee_id,member_id
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,T000479
Cybersecurity and Infrastructure Protection,HSHM08,,2021-01-03,HSHM,T000479
"Oversight, Investigations, and Accountability",HSHM09,,2021-01-03,HSHM,T000479
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,T000460
Health,HSWM02,2019-01-16,2021-01-03,HSWM,T000460
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,T000467
"General Farm Commodities, Risk Management, and Credit",HSAG16,2019-02-06,2021-01-03,HSAG,T000467
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,T000467
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,T000467
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,T000467
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2021-01-03,HSHM,T000193
Transportation and Maritime Security,HSHM07,,2021-01-03,HSHM,T000193
Cybersecurity and Infrastructure Protection,HSHM08,,2021-01-03,HSHM,T000193
"Oversight, Investigations, and Accountability",HSHM09,,2021-01-03,HSHM,T000193
Border Security and Enforcement,HSHM11,,2021-01-03,HSHM,T000193
Emergency Management and Technology,HSHM12,,2021-01-03,HSHM,T000193
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,T000480
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,T000480
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,T000468
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,T000468
"Economic Development, Public Buildings, and Emergency Management",HSPW13,2019-01-24,2021-01-03,HSPW,T000468
Aviation,HSPW05,,2021-01-03,HSPW,T000468
Highways and Transit,HSPW12,,2021-01-03,HSPW,T000468
Transportation and Maritime Security,HSHM07,,2021-01-03,HSHM,T000468
"Oversight, Investigations, and Accountability",HSHM09,,2021-01-03,HSHM,T000468
Environment,HSGO28,2019-01-29,2021-01-03,HSGO,T000481
Housing and Insurance,HSBA04,,2021-01-03,HSBA,T000481
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,T000481
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,T000481
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,T000481
Research and Technology,HSSY15,2019-01-30,2021-01-03,HSSY,T000469
Environment,HSSY18,2019-01-30,2021-01-03,HSSY,T000469
Oversight and Investigations,HSIF02,2019-01-15,2021-01-03,HSIF,T000469
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,T000469
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,T000469
Federal Lands,HSII10,,2021-01-03,HSII,T000469
"State, Foreign Operations, and Related Programs",HSAP04,,2021-01-03,HSAP,T000474
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2021-01-03,HSAP,T000474
Financial Services and General Government,HSAP23,,2021-01-03,HSAP,T000474
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,T000482
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,T000482
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,T000482
Military Personnel,HSAS02,2019-01-23,2021-01-03,HSAS,T000482
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,T000483
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,T000483
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,T000483
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,T000483
Strategic Forces,HSAS29,2019-01-23,2021-01-03,HSAS,T000463
Tactical Air and Land Forces,HSAS25,,2021-01-03,HSAS,T000463
National Intelligence Enterprise,HSIG06,,2021-01-03,HSIG,T000463
Strategic Technologies and Advanced Research,HSIG10,,2021-01-03,HSIG,T000463
Disability Assistance and Memorial Affairs,HSVR09,2019-01-31,2021-01-03,HSVR,U000040
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,U000040
Cybersecurity and Infrastructure Protection,HSHM08,,2021-01-03,HSHM,U000040
Emergency Management and Technology,HSHM12,,2021-01-03,HSHM,U000040
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,U000031
Health,HSIF14,2019-01-18,2021-01-03,HSIF,U000031
"Innovation, Data, and Commerce",HSIF17,2019-01-18,2021-01-03,HSIF,U000031
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2019-12-19,HSAG,V000133
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2019-12-19,HSAG,V000133
"General Farm Commodities, Risk Management, and Credit",HSAG16,2019-02-06,2019-12-19,HSAG,V000133
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2019-12-19,HSAG,V000133
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2019-12-19,HSII,V000133
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,V000130
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,V000130
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,V000130
Housing and Insurance,HSBA04,,2021-01-03,HSBA,V000130
Capital Markets,HSBA16,,2021-01-03,HSBA,V000130
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,V000131
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,V000131
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,V000131
"Innovation, Entrepreneurship, and Workforce Development",HSSM26,,2021-01-03,HSSM,V000131
Contracting and Infrastructure,HSSM23,,2021-01-03,HSSM,V000131
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,V000132
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,V000132
"General Farm Commodities, Risk Management, and Credit",HSAG16,2019-01-24,2021-01-03,HSAG,V000132
Tactical Air and Land Forces,HSAS25,2019-01-23,2021-01-03,HSAS,V000132
Seapower and Projection Forces,HSAS28,2019-01-23,2021-01-03,HSAS,V000132
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,V000081
Housing and Insurance,HSBA04,,2021-01-03,HSBA,V000081
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,V000081
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,V000081
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,W000812
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,W000812
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,W000812
Capital Markets,HSBA16,,2021-01-03,HSBA,W000812
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,W000798
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,W000798
Communications and Technology,HSIF16,2019-01-18,2021-01-03,HSIF,W000798
Oversight,HSWM06,2019-01-16,2021-01-03,HSWM,W000813
Work and Welfare,HSWM03,2019-01-16,2021-01-03,HSWM,W000813
Intelligence and Special Operations,HSAS26,,2021-01-03,HSAS,W000823
Space and Aeronautics,HSSY16,,2021-01-03,HSSY,W000823
Seapower and Projection Forces,HSAS28,,2021-01-03,HSAS,W000823
Investigations and Oversight,HSSY21,,2021-01-03,HSSY,W000823
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,W000797
"Energy and Water Development, and Related Agencies",HSAP10,,2021-01-03,HSAP,W000797
Homeland Security,HSAP15,,2021-01-03,HSAP,W000797
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2021-01-03,HSAP,W000797
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,W000797
"Interior, Environment, and Related Agencies",HSAP06,,2021-01-03,HSAP,W000822
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2021-01-03,HSAP,W000822
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2021-01-03,HSAP,W000822
Transportation and Maritime Security,HSHM07,,2021-01-03,HSHM,W000822
"Oversight, Investigations, and Accountability",HSHM09,,2021-01-03,HSHM,W000822
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,W000814
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,W000814
Energy,HSSY20,,2021-01-03,HSSY,W000814
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,W000814
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,W000806
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,W000806
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,W000806
Aviation,HSPW05,,2021-01-03,HSPW,W000806
Highways and Transit,HSPW12,,2021-01-03,HSPW,W000806
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,W000800
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,W000800
Health,HSIF14,2019-01-15,2021-01-03,HSIF,W000800
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,W000800
"Counterterrorism, Counterintelligence, and Counterproliferation",HSIG05,,2021-01-03,HSIG,W000800
National Intelligence Enterprise,HSIG06,,2021-01-03,HSIG,W000800
Oversight,HSWM06,2019-01-16,2021-01-03,HSWM,W000815
Work and Welfare,HSWM03,2019-01-16,2021-01-03,HSWM,W000815
"Counterterrorism, Counterintelligence, and Counterproliferation",HSIG05,,2021-01-03,HSIG,W000815
National Intelligence Enterprise,HSIG06,,2021-01-03,HSIG,W000815
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,W000821
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,W000821
Highways and Transit,HSPW12,,2021-01-03,HSPW,W000821
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,W000821
Space and Aeronautics,HSSY16,2019-01-30,2021-01-03,HSSY,W000825
Investigations and Oversight,HSSY21,2019-01-30,2021-01-03,HSSY,W000825
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,W000825
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,W000825
Africa,HSFA16,2019-01-29,2021-01-03,HSFA,W000826
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,W000826
Workforce Protections,HSED10,2019-01-29,2021-01-03,HSED,W000826
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,W000826
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,W000816
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,W000816
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,W000808
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,W000808
Highways and Transit,HSPW12,,2021-01-03,HSPW,W000808
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,W000808
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,W000808
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,W000795
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,W000795
Strategic Forces,HSAS29,,2021-01-03,HSAS,W000795
Readiness,HSAS03,,2021-01-03,HSAS,W000795
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,W000804
Seapower and Projection Forces,HSAS28,2019-01-23,2021-01-03,HSAS,W000804
Tactical Air and Land Forces,HSAS25,,2021-01-03,HSAS,W000804
Defense,HSAP02,2019-01-29,2021-01-03,HSAP,W000809
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,2019-01-29,2021-01-03,HSAP,W000809
Africa,HSFA16,2019-01-29,2021-01-03,HSFA,W000827
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,W000827
Workforce Protections,HSED10,2019-01-29,2021-01-03,HSED,W000827
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,W000827
Indian and Insular Affairs,HSII24,2019-01-30,2021-01-03,HSII,Y000033
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,Y000033
Aviation,HSPW05,,2021-01-03,HSPW,Y000033
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,Y000033
Highways and Transit,HSPW12,,2021-01-03,HSPW,Y000033
Oversight and Accountability,HSFA17,2019-01-29,2021-01-03,HSFA,Z000017
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,Z000017
Housing and Insurance,HSBA04,,2021-01-03,HSBA,Z000017
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,Z000017
